"Name","eext__ExternalId__c","eext__Bugfix_description__c","eext__Feature_description__c","eext__Package__r.eext__ExternalId__c","eext__Version_date__c","eext__Version_differences__c","eext__Version_Id__c","eext__Version_name__c","eext__Version_number__c"
"Quick View Cards 2.5","a0r7Q000005MVRtQAO","","","a0q7Q000001Kug8QAC","","- Features:
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
- Bugfixes:
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery","","Gogeta","2.5"
"Guidance for Success 1.3","a0r7Q000005MVL7QAO","","","a0q7Q000001Kuh1QAC","","- Features:
- Bugfixes:","","Vivalto","1.3"
"Forecast (PPG) 2.7","a0r7Q000005MVL8QAO","","","a0q7Q000001KugDQAS","","- Features:
- Bugfixes:","","JazzMadrid","2.7"
"Dynamic Table Display 1.27","a0r7Q000005MVO6QAO","","","a0q7Q000001KuiTQAS","","- Features:
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 It has been made possible to group by a field and sort at the same time by another field not included in the group
 	 Added new functionality to reference a related object, determining its API Name and a logical condition to choose the desired record
 	 Modification of the Dynamic Header functionality for use in Summary tables
 	 Add demo directory with scratchInit for demos purpose
Add new permission set for Admin purpose
- Bugfixes:
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed a bug that occurred in Firefox web browsers when applying a filter to tables dynamically
 	 The problem of ""Invalid Number Value"" shown in some Totals when some specific quantities are not filled, instead of filling with a ""0"", has been solved
 	 Upgrade of the jQuery library used in the package to 3.6.0.
 	 Change error when att recordIdList is empty","","Majadahonda","1.27"
"Pitch 1.4","a0r7Q000005MVUiQAO","","","a0q7Q000001KugNQAS","","- Features:
- Bugfixes:","","Batistuta","1.4"
"Dynamic Table Display 2.44","a0r7Q000005MVP4QAO","Fixed overflow visual bug when title is displayed on last row.","Added posibility to resize columns when the option is enabled through table configuration field","a0q7Q000001KuiTQAS","","- Features:
 	 Added posibility to resize columns when the option is enabled through table configuration field
- Bugfixes:
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Fixed overflow visual bug when title is displayed on last row.","","ver2.44","2.44"
"Template Builder 1.4","a0r7Q000005MVYkQAO","","","a0q7Q000001Kui9QAC","","- Features:
 	 Added custom setting field 'Hide not editable fields' so these non editable fields hide when they are selected on the corresponding template builder field
 	 Changed footer buttons distribution
 	 Fixed footer separation with respect to modal.
Independent scrolling on first and second screens.
Spinners implementation to provide feedback to user when actions are being executed/ data is being loaded.
On first screen for recipients and related content columns.
On second screen between during transition and template rendering.
Control to have at least un recipient to send the email.
Optional validation through local class with respect to recipients, related content and email content.
Control on button to send email to not send more than one.
Disabled send button if no template is selected.
Replaced cancel button for back button to enable going back to first screen.
Custom messages on certain situations:
When user fails validations on isUserAllowed Function.
When there are no valid recipients.
When there is no related content.
Modal automatically closes when there are no templates available
Posibility to set non editable email fields (Subject, Introduction, Salutation…)
Default template in a folder.
Trigger to validate default template ( auxiliar content on repository )
General improvements on appearance (spaces and margins)
UX general improvements
Performance improvements and reduced server calls
Improvements over failed send email control and handle email result function
 	 Added the field Send_Custom_Email__c to the custom setting TemplateBuilderSettings__c to allow overwrite of local send email action
- Bugfixes:
 	 Fixed error when initiating component
 	 Fixed error when receiving an empty recipient category
 	 Fixed hardcoded string by custom label in error toast of handle email result.
Component closes when calls result in error.
Related context log with sent mail log","","Magrathea","1.4"
"Business Plan 1.87","a0r7Q000005MVYlQAO","","","a0q7Q000001KudKQAS","","- Features:
- Bugfixes:","","Moncloa","1.87"
"Visit Kit 3.7","a0r7Q000005MVccQAG","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","Kit Visit 3.7","3.7"
"Account Plan 1.41","a0r7Q000005MVcdQAG","","","a0q7Q000001KugwQAC","","- Features:
 	 Improved UX question deletion process.
    New cloning process for Account Plans, Waves and Account Plan Types.
 	 It has been included that when blocking and unblocking Account Plans the notifications are filtered by Account Plan Type.
    The following process builders have been migrated to flows: Creation of Needs, Creation of Growth Drivers, Creation of Team Members.
 	 The functionality that made the closing of Account Plans after 6 months has been improved, to make it modifiable according to a custom setting.
    We have updated the AP_BusinessPlanAccessHandler component and the creation of Growth Drivers and Needs has been modified in order to configure the necessary fields through a fieldset to make it compatible with busines plan package version 3.0 and higher.
 	 The way in which the form questions were stored has been improved, reducing the number of records needed. This means a decrease in the loading time of the form.
    The way Periods update Account Plans has been improved. When changing the date, if the date is current and locked, it is automatically unlocked.
    It has been made possible to choose the type of saving of the total/partial form at org level.
 	 It has become possible to update the startDate and dueDate of an account plan by updating the related period.
    The period tab has been created.
    AP admin permission set has been updated.
    The AP trigger has been updated to automatically populate the StartDate and DueDate when inserting an AP using the Associated Period.
 	 Add Permission Set for “Account Planning Banker”.
    Add Permission Set for “Account Planning Validator”.
 	 Add Permission Set for “Account Planning Admin”
    Partial Saved. When a Question Catalog or Account Plan has mandatory questions, is nor possible to save the form if some of this mandatory questions has nor completed (Peru petition).
    New field with the number of questions answered. For give capabilities of “% Completed” about a Question Catalog or a Account Plan, a new field named “Number of answered questions” is included. This field is an auto calculated field that have the number of fields filled in the current Account Plan/Question Catalog (Peru petition).
- Bugfixes:
 	 Fix problem with deleting and editing questions.
 	 Fixed a problem in the GuidancesForSuccess Trigger Handler.
    Some Flows that had reached their version limit have been renewed.
 	 The sending of notifications through Chatter, which previously only worked for CIB's ORG, has been fixed.
    Account Plan record sharing has been fixed once the associated case validator is reassigned.
    Notification to the validator of an Account Plan when it is sent to validate has been fixed.
 	 Modification of the Banker and Validator Permission Sets to restrict their access to different unnecessary fields.
    Modified Account Plan trigger handler for the correct creation of Guidance For Success.
 	 Fixed a bug in Account_Plan_Banker permission set, which allows you to view all Account Plan records.
 	 Fixed a bug that prevented the insertion of unlocked Account Plans.
 	 Fixed a Flow that overwrote when updating Periods instead of updating them.
 	 Visibility dependent question in a flow (Colombia petition).
 	 Notification Schedule Null Pointer Exception (Colombia petition)
    Update Account_Plan_Admin permissions (Colombia petition)
    Fix Guidance for Success link from Home (Colombia petition)
    Fix send Notifications to Mandatory AP (Colombia petition)
    Fix send ID to notification Center Flow (Colombia petition)
 	 The objective of this evolution is to solve some errors related to the partial saving of the account plan forms.
    Change the configuration of the Account Plan administration app homepage to solve an incidence of Peru in its deployment to production.
 	 Increase limit of text area from 255 characters to 32000 characters (Peru petition).
    Solve Case Defects. Checks if when a Case related to Account Plan is approved, the owners of the Case have “Chatter” active. If it is active, then sends a chatter message to them. (Global Desktop petition)","","Orcasitas","1.41"
"Custom Team 1.1","a0r7Q000005MVV7QAO","","","a0q7Q000001KugSQAS","","- Features:
- Bugfixes:","","Shelby GT500","1.1"
"Product Form 1.37","a0r7Q000005MVeiQAG","","","a0q7Q000001KufaQAC","","- Features:
 	 Improved confirm modal so its salesforce like
 	 The allLoaded variable of the GBL_Opportunity_Products_cmp component has become global.
The GBL_ShowModal_evt event has also become global
 	 Inclusion of sections and components as ""Complex Section Item's"".
    Visibility control of number, percent, currency, multiselect and checkbox fields in complex sections.
    Visibility control of multiselect fields in simple sections
 	 Added regex validation pattern to Product Config items.
Added regex validation pattern to Complex Sections items.
Added Validation Pattern fields to permission set
- Bugfixes:
 	 Fixed problem of mixed data when clicking on different products rapidly.
Fixed lack of minimun, maximum and default values control for rows on complex item tables
 	 Increased height of product editing mode
 	 Duplicate fields in Mozilla. MAXMIX3-4513
    (Detected in Table Row records) In LIST type fields, if it is set as not editable, when generating the record, the label is shown correctly in the form but the value of the label is saved in the table row record and not the API value of the field. This causes that, when saving the data, all the records are shown blank.
    The fprd__Table_order_by__c field of Complex Section Item only works with text type field. If it is not text an error occurs when trying to apply a toLowerCase method to a data type other than String.
    Error when the component tries to update the fields fprd_GBL_Visible_configurationsc,fprdGBL_Empty_visible_fieldsc and fprdGBL_All_fields_informed_c on the products of the opportunity and you do not have edit permissions on them. MAXMIX3-4520
 	 Lookup type fields not opening.","","Spinosaurus","1.37"
"Dynamic Table Display 1.26","a0r7Q000005MVO1QAO","","","a0q7Q000001KuiTQAS","","- Features:
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 It has been made possible to group by a field and sort at the same time by another field not included in the group
 	 Added new functionality to reference a related object, determining its API Name and a logical condition to choose the desired record
 	 Modification of the Dynamic Header functionality for use in Summary tables
 	 Add demo directory with scratchInit for demos purpose
Add new permission set for Admin purpose
- Bugfixes:
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed a bug that occurred in Firefox web browsers when applying a filter to tables dynamically
 	 The problem of ""Invalid Number Value"" shown in some Totals when some specific quantities are not filled, instead of filling with a ""0"", has been solved
 	 Upgrade of the jQuery library used in the package to 3.6.0.
 	 Change error when att recordIdList is empty","","Aluche","1.26"
"Visit Kit 5.1","a0r7Q000005MVVvQAO","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","Belarus","5.1"
"Dynamic Actions Engine 1.2","a0r7Q000005MVZxQAO","","","a0q7Q000001KuiYQAS","","- Features:
- Bugfixes:","","Pino","1.2"
"Visit Kit 2.11","a0r7Q000005MVZyQAO","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","VisitKit 2.11","2.11"
"Alerts Module 2.0","a0r7Q000005MVO2QAO","","","a0q7Q000001KuhuQAC","","- Features:
- Bugfixes:","","Rap","2.0"
"Chart Generator 1.2","a0r7Q000005MVPJQA4","","Multiquery possibility
    Added ticks max labels","a0q7Q000001KuhBQAS","","- Features:
 	 Updated Chart.js library to version 3.91.
 	 Updated Chart.js version
- Bugfixes:
 	 Fixed max length on tick labels.","","Killer Whale","1.2"
"Client Group Landing Page 1.0","a0r7Q000005MVQCQA4","","","a0q7Q000001KugIQAS","","- Features:
- Bugfixes:","","Superman","1.0"
"Quick View Cards 4.35","a0r7Q000005MVU9QAO","","","a0q7Q000001Kug8QAC","","- Features:
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
- Bugfixes:
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery","","cELL","4.35"
"Visit Kit 1.0","a0r7Q000005MVZTQA4","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","dwp_kitv","1.0"
"Component Wrapper 1.0","a0r7Q000005MVaqQAG","","","a0q7Q000001KugmQAC","","- Features:
- Bugfixes:","","PolyStation","1.0"
"Dynamic Form 1.6","a0r7Q000005MVQNQA4","","","a0q7Q000001KuiEQAS","","- Features:
- Bugfixes:","","Morty","1.6"
"Business Plan 3.11","a0r7Q000005MVZJQA4","","","a0q7Q000001KudKQAS","","- Features:
- Bugfixes:","","El Sardinero","3.11"
"Non Clients 1.51","a0r7Q000005MVZKQA4","","","a0q7Q000001KuiJQAS","","- Features:
- Bugfixes:","","Soja","1.51"
"Client Group Landing Page 1.1","a0r7Q000005MVQMQA4","","","a0q7Q000001KugIQAS","","- Features:
- Bugfixes:","","Superman","1.1"
"Dynamic Table Display 2.34","a0r7Q000005MVOVQA4","","","a0q7Q000001KuiTQAS","","- Features:
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 Added posibility to resize columns when the option is enabled through table configuration field
 	 It has been made possible to group by a field and sort at the same time by another field not included in the group
 	 Added new functionality to reference a related object, determining its API Name and a logical condition to choose the desired record
 	 Modification of the Dynamic Header functionality for use in Summary tables
 	 Add demo directory with scratchInit for demos purpose
Add new permission set for Admin purpose
- Bugfixes:
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Changed the name of the location variable to loc in jQuery.resource
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed overflow visual bug when title is displayed on last row.
 	 Fixed a bug that occurred in Firefox web browsers when applying a filter to tables dynamically
 	 The problem of ""Invalid Number Value"" shown in some Totals when some specific quantities are not filled, instead of filling with a ""0"", has been solved
 	 Upgrade of the jQuery library used in the package to 3.6.0.
 	 Change error when att recordIdList is empty","","Leganes","2.34"
"Dynamic Buttons Panel 1.5","a0r7Q000005MVOWQA4","","","a0q7Q000001KuiOQAS","","- Features:
- Bugfixes:","","TheRamones","1.5"
"Dynamic Form 1.10","a0r7Q000005MVVwQAO","","","a0q7Q000001KuiEQAS","","- Features:
 	 Added fields to field config object to choose whether sections and subsections are expanded by default.
Keep field value when visibility conditions change
 	 A feature has been added in the Dynamic_Form_Modal_cmp that shows a counter of the characters used and the maximum number of characters also for fields found in parent objects and related records
 	 A feature has been added in the Dynamic_Form_Modal_cmp that shows a counter of the characters used and the maximum number of characters that can be used in the textArea and LongtextArea fields when editing them
 	 A feature has been added in the Dynamic_Field_cmpHelper component that adds a check when editing a record for the first time to verify that the parent variable is initialized, so if the Event Notifier field is set to true in any field set of the form no event is triggered until that variable is initialized
 	 Added the possibility of retrieving values from the form generated by the package through an event before saving the form. This event can notify another component about the updated field
 	 a new field called Auto_selected_value__c has been created.
If the auto select field is true, the fieldConfig will automatically take the first dependentValue as the value
- Bugfixes:
 	 Fixed error when saving records that have child relationships and certain conditions
 	 Update Standard currency component
Fixed currency format
Fixed Default Value functionality in LIST type fields
 	 A display problem with currency type fields has been fixed
 	 A bug where dynamic components weren't rendering correctly when collapsing/expanding sections has been fixed
 	 We have fixed a bug in the field visibility control. When the visibility of a field depends on several fields and among them there is one of type ""multiselect"", display errors occur
 	 Fixed a bug in the Dynamic_Field_Set_cmpHelper component that caused if there is a subsection with all fields hidden in view mode to show the empty subsection instead of hiding it
 	 An error has been fixed in the Dynamic_Field_Set_cmpHelper component that caused that if there are two sections but all the fields of the first one are hidden, the second one could not be displayed
 	 The error that occurred when working with multiple dependentValue has been corrected, now the selection of the dependentValue is also controlled with the value of the parent field
 	 Solve completeness bug when we have two types","","Summer19","1.1"
"Business Plan 2.1","a0r7Q000005MVZEQA4","","","a0q7Q000001KudKQAS","","- Features:
- Bugfixes:","","Metropolitano","2.1"
"Visit Kit 1.4","a0r7Q000005MVZdQAO","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","castor","1.4"
"Account Plan 4.33","a0r7Q000005S15fQAC","Mino fixes","","a0q7Q000001KugwQAC","","","04tKa000002ezY1IAI","Real Oviedo","4.33"
"Account Plan 4.35","a0r7Q000005S15pQAC","","Minor improvements","a0q7Q000001KugwQAC","","","04tKa000002Kd7lIAC","Alicante","4.35"
"Dynamic Actions Engine 1.22","a0r7Q000005PBIsQAO","","","a0q7Q000001KuiYQAS","","","","ver1.22","1.22"
"Quick View Cards 3.5","a0r7Q000005MVSIQA4","","","a0q7Q000001Kug8QAC","","- Features:
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
- Bugfixes:
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery","","Vegito","3.5"
"Pitch 1.5","a0r7Q000005MVUdQAO","","","a0q7Q000001KugNQAS","","","","Higuita","1.5"
"Visit Kit 2.10","a0r7Q000005MVSJQA4","","","a0q7Q000001Kug3QAC","","- Features:
 	 Added new field to 'Launch meeting validations' custom setting to control if 'add google meet room' checkbox displays only when visit channel is online
        Changes required by the upgrade of Google Calendar Engine and Seeker components
        Workflows has been migrated to Flows, because Workflows will be deprecated in future Salesforce releases
- Bugfixes:
 	 Corrected hard coded text on Launch meeting success/error title toasts
 	 Fixed package installation error when certain features are included (Financial/health cloud apparently) and page layout used deprecated tags 'relatedContent' with 'whatId' field
 	 Fixed error about the buttons of button strip in firefox
 	 Fixed error when creating Attendees records
        Security injection in some querys","","KitV 2.10","2.1"
"Dynamic Actions Engine 1.5","a0r7Q000005MVUeQAO","","","a0q7Q000001KuiYQAS","","- Features:
- Bugfixes:","","Sabina","1.5"
"Product Form 1.1","a0r7Q000005MVaRQAW","","","a0q7Q000001KufaQAC","","- Features:
 	 Improved confirm modal so its salesforce like
 	 The allLoaded variable of the GBL_Opportunity_Products_cmp component has become global.
The GBL_ShowModal_evt event has also become global
 	 Inclusion of sections and components as ""Complex Section Item's"".
    Visibility control of number, percent, currency, multiselect and checkbox fields in complex sections.
    Visibility control of multiselect fields in simple sections
 	 Added regex validation pattern to Product Config items.
Added regex validation pattern to Complex Sections items.
Added Validation Pattern fields to permission set
- Bugfixes:
 	 Fixed problem of mixed data when clicking on different products rapidly.
Fixed lack of minimun, maximum and default values control for rows on complex item tables
 	 Increased height of product editing mode
 	 Duplicate fields in Mozilla. MAXMIX3-4513
    (Detected in Table Row records) In LIST type fields, if it is set as not editable, when generating the record, the label is shown correctly in the form but the value of the label is saved in the table row record and not the API value of the field. This causes that, when saving the data, all the records are shown blank.
    The fprd__Table_order_by__c field of Complex Section Item only works with text type field. If it is not text an error occurs when trying to apply a toLowerCase method to a data type other than String.
    Error when the component tries to update the fields fprd_GBL_Visible_configurationsc,fprdGBL_Empty_visible_fieldsc and fprdGBL_All_fields_informed_c on the products of the opportunity and you do not have edit permissions on them. MAXMIX3-4520
 	 Lookup type fields not opening.","","T-REX","1.1"
"Account Plan 1.51","a0r7Q000005MVbPQAW","","","a0q7Q000001KugwQAC","","- Features:
 	 Improved UX question deletion process.
    New cloning process for Account Plans, Waves and Account Plan Types.
 	 It has been included that when blocking and unblocking Account Plans the notifications are filtered by Account Plan Type.
    The following process builders have been migrated to flows: Creation of Needs, Creation of Growth Drivers, Creation of Team Members.
 	 The functionality that made the closing of Account Plans after 6 months has been improved, to make it modifiable according to a custom setting.
    We have updated the AP_BusinessPlanAccessHandler component and the creation of Growth Drivers and Needs has been modified in order to configure the necessary fields through a fieldset to make it compatible with busines plan package version 3.0 and higher.
 	 The way in which the form questions were stored has been improved, reducing the number of records needed. This means a decrease in the loading time of the form.
    The way Periods update Account Plans has been improved. When changing the date, if the date is current and locked, it is automatically unlocked.
    It has been made possible to choose the type of saving of the total/partial form at org level.
 	 It has become possible to update the startDate and dueDate of an account plan by updating the related period.
    The period tab has been created.
    AP admin permission set has been updated.
    The AP trigger has been updated to automatically populate the StartDate and DueDate when inserting an AP using the Associated Period.
 	 Add Permission Set for “Account Planning Banker”.
    Add Permission Set for “Account Planning Validator”.
 	 Add Permission Set for “Account Planning Admin”
    Partial Saved. When a Question Catalog or Account Plan has mandatory questions, is nor possible to save the form if some of this mandatory questions has nor completed (Peru petition).
    New field with the number of questions answered. For give capabilities of “% Completed” about a Question Catalog or a Account Plan, a new field named “Number of answered questions” is included. This field is an auto calculated field that have the number of fields filled in the current Account Plan/Question Catalog (Peru petition).
- Bugfixes:
 	 Fix problem with deleting and editing questions.
 	 Fixed a problem in the GuidancesForSuccess Trigger Handler.
    Some Flows that had reached their version limit have been renewed.
 	 The sending of notifications through Chatter, which previously only worked for CIB's ORG, has been fixed.
    Account Plan record sharing has been fixed once the associated case validator is reassigned.
    Notification to the validator of an Account Plan when it is sent to validate has been fixed.
 	 Modification of the Banker and Validator Permission Sets to restrict their access to different unnecessary fields.
    Modified Account Plan trigger handler for the correct creation of Guidance For Success.
 	 Fixed a bug in Account_Plan_Banker permission set, which allows you to view all Account Plan records.
 	 Fixed a bug that prevented the insertion of unlocked Account Plans.
 	 Fixed a Flow that overwrote when updating Periods instead of updating them.
 	 Visibility dependent question in a flow (Colombia petition).
 	 Notification Schedule Null Pointer Exception (Colombia petition)
    Update Account_Plan_Admin permissions (Colombia petition)
    Fix Guidance for Success link from Home (Colombia petition)
    Fix send Notifications to Mandatory AP (Colombia petition)
    Fix send ID to notification Center Flow (Colombia petition)
 	 The objective of this evolution is to solve some errors related to the partial saving of the account plan forms.
    Change the configuration of the Account Plan administration app homepage to solve an incidence of Peru in its deployment to production.
 	 Increase limit of text area from 255 characters to 32000 characters (Peru petition).
    Solve Case Defects. Checks if when a Case related to Account Plan is approved, the owners of the Case have “Chatter” active. If it is active, then sends a chatter message to them. (Global Desktop petition)","","Guindalera","1.51"
