"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2018-06-30","2024-07-30","Salesforce","","BBVA Desktop GCC Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","Low activity","2","No activity","0"
"2024-06-20","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2024-01-08","2024-07-30","Salesforce","","BBVA Desktop GTB Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","Low activity","1","No activity","0"
"2021-06-04","2024-06-18","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-07-01","2024-07-09","Salesforce","","BBVA Desktop IBF Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-07-01","Salesforce","","BBVA Desktop GCC Standard","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2023-07-28","2023-10-04","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2024-07-22","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2024-04-09","2024-04-12","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2022-05-03","2024-07-08","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2023-09-06","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-07-30","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","Low activity","1","No activity","0"
"2021-06-04","2024-06-14","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2017-07-28","2024-08-01","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","0","Medium activity","13","","Low activity","1","Low activity","4","No activity","0"
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-12","2024-07-29","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","31","","No activity","0","Low activity","3","No activity","0"
"2023-12-05","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2017-11-18","2022-06-22","Salesforce","","BBVA Desktop GM Standard","Asleep","Europe/Lisbon","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-07-24","Salesforce","","BBVA Desktop GTB Business Development","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","8","","No activity","0","Low activity","1","No activity","0"
"2018-06-30","2024-07-08","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2021-07-16","2024-06-12","Salesforce","","BBVA Desktop ARCE","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-05-31","Salesforce","","BBVA Desktop IBF Business Development","Active","Asia/Hong_Kong","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-04-29","2024-06-25","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-02-26","2024-04-23","Salesforce","","BBVA Desktop IBF Standard","Asleep","Europe/London","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-02-22","2024-07-19","Salesforce","","BBVA Desktop GTB Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2022-04-30","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","Low activity","2","Low activity","2","No activity","0"
"2021-07-12","2024-08-01","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","21","","Low activity","1","Low activity","2","No activity","0"
"2022-06-30","2024-07-30","Salesforce","","BBVA Desktop GTB Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","Low activity","4","No activity","0"
"2016-03-10","2024-02-19","Salesforce","","BBVA Desktop GM Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-06-07","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2023-10-02","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-07-02","2024-07-16","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2021-06-04","2024-07-19","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","No activity","0","No activity","0"
"2021-06-04","2023-04-24","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2022-03-03","Salesforce","","BBVA Desktop GTB Standard","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-05-05","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2022-04-30","2024-07-29","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","Low activity","3","No activity","0"
"2021-07-12","2023-11-29","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-07-22","2024-07-16","Salesforce","","BBVA Desktop GTB Standard","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-06-25","Salesforce","","BBVA Desktop IBF Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2024-05-27","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-16","2024-06-06","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2024-07-10","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-16","2024-08-05","Salesforce","","BBVA Desktop GCC Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","High activity","35","","Medium activity","6","Medium activity","15","Low activity","2"
"2018-06-30","2024-08-01","Salesforce","","BBVA Desktop GTB Business Development","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","19","","Low activity","3","Medium activity","7","No activity","0"
"2021-07-13","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","Low activity","1","Medium activity","20","","Medium activity","7","Medium activity","11","Medium activity","3"
"2022-05-03","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2020-07-24","2024-08-02","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","16","","Medium activity","5","Medium activity","9","No activity","0"
"2018-06-30","2024-07-24","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","10","","No activity","0","Low activity","1","No activity","0"
"2023-11-30","2024-08-06","Salesforce","Messaging for In-App and Web User,","BBVA Desktop GCC Standard","Active","America/New_York","a0o7Q000007vr3tQAA","Low activity","1","Medium activity","20","","Low activity","2","Medium activity","8","Low activity","2"
"2022-10-06","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","Low activity","1","Low activity","5","No activity","0"
"2024-04-20","2024-08-05","Salesforce","","BBVA Desktop GCC Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","Low activity","1"
"2022-06-02","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Low activity","1","Low activity","7","","Medium activity","6","Low activity","6","Low activity","1"
"2018-06-30","2024-08-06","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Rome","a0o7Q000007vr3tQAA","Low activity","1","Low activity","6","","Low activity","2","Low activity","4","Low activity","1"
"2022-06-17","2023-12-01","Salesforce","","BBVA Desktop GCC Standard","Asleep","Europe/Berlin","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-07-16","2024-07-18","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Rome","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2022-05-10","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","9","","Low activity","3","Low activity","5","No activity","0"
"2018-06-30","2024-07-29","Salesforce","","BBVA Desktop GCC Standard","Active","Asia/Tokyo","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","Low activity","1","No activity","0"
"2022-04-30","2024-07-30","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","12","","No activity","0","Low activity","5","No activity","0"
"2023-01-10","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Bogota","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-07-12","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","Medium activity","2","Low activity","3","","Low activity","2","Low activity","3","Low activity","2"
"2022-04-27","2024-07-01","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-02-24","2024-07-15","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2022-05-06","2024-07-30","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","8","","No activity","0","Low activity","4","No activity","0"
"2024-02-22","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Mexico_City","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2024-07-18","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","No activity","0","No activity","0","No activity","0"
"2022-09-07","2023-08-25","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-16","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2023-12-02","2024-02-19","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-12-23","2024-08-06","Salesforce","","BBVA Desktop GM Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Medium activity","2","High activity","40","","Medium activity","10","High activity","21","Medium activity","4"
"2023-01-03","2024-02-06","Salesforce","","BBVA Desktop IBF Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-03-21","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","7","","Low activity","4","Low activity","5","No activity","0"
"2018-06-30","2024-07-11","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-05-13","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-06-17","Salesforce","","BBVA Desktop GM Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-08-02","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","17","","Low activity","1","Low activity","3","No activity","0"
"2022-03-15","2024-08-05","Salesforce","","BBVA Desktop GTB Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","High activity","35","","Medium activity","5","Medium activity","11","Medium activity","3"
"2023-09-30","2024-07-26","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","23","","No activity","0","Low activity","5","No activity","0"
"2016-03-10","2024-07-11","Salesforce","","BBVA Desktop GM Standard","Active","Europe/Lisbon","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2021-06-04","2024-06-06","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-07-15","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","No activity","0","No activity","0"
"2021-07-12","2024-07-22","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","No activity","0","No activity","0"
"2021-06-04","2024-07-16","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","No activity","0","No activity","0"
"2018-06-30","2024-07-26","Salesforce","","BBVA Desktop IBF Standard","Active","America/New_York","a0o7Q000007vr3tQAA","No activity","0","Low activity","8","","No activity","0","Low activity","3","No activity","0"
"2021-06-16","2024-02-12","Salesforce","","BBVA Desktop ARCE","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-12","2024-07-24","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","19","","No activity","0","Low activity","1","No activity","0"
"2021-06-08","2024-07-23","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","7","","No activity","0","No activity","0","No activity","0"
"2024-06-22","2024-06-27","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-08-13","2024-07-23","Salesforce","","BBVA Desktop GCC Standard","Active","Asia/Hong_Kong","a0o7Q000007vr3tQAA","No activity","0","Low activity","9","","No activity","0","No activity","0","No activity","0"
"2022-04-29","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Medium activity","15","","Low activity","2","Low activity","3","No activity","0"
"2021-06-08","2024-07-12","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2022-05-03","2022-05-03","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2022-08-12","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-07-13","2024-05-29","Salesforce","","BBVA Desktop GM Standard","Active","Asia/Taipei","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-07-17","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2021-07-12","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","25","","Medium activity","7","Medium activity","14","Low activity","2"
"2021-06-08","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2024-05-15","2024-08-01","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","Low activity","1","Low activity","1","No activity","0"
"2022-04-29","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Low activity","1","Medium activity","22","","Low activity","4","Medium activity","14","Low activity","2"
"2018-06-30","2024-07-26","Salesforce","","BBVA Desktop GTB Standard","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","No activity","0","Low activity","2","No activity","0"
"2022-05-03","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2024-05-20","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-06-01","2024-07-25","Salesforce","","BBVA Desktop GCC Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","6","","No activity","0","Low activity","3","No activity","0"
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Lisbon","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2023-09-11","2024-08-05","Salesforce","","Service Claims User GM","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","25","","Medium activity","5","Medium activity","11","Medium activity","3"
"2022-04-29","2024-08-02","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","4","","Low activity","2","Low activity","4","No activity","0"
"2018-06-30","2024-06-17","Salesforce","","BBVA Desktop IBF Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-06-30","2024-03-01","Salesforce","","BBVA Desktop IBF Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","2024-07-09","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-02-28","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","7","","Low activity","1","Low activity","3","Low activity","1"
"2022-05-26","2023-10-19","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-28","2024-08-06","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","Low activity","1","Low activity","2","","Low activity","1","Low activity","2","Low activity","1"
"2021-06-16","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2021-03-23","Salesforce","","BBVA Desktop GTB Business Development","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-12","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2024-07-11","Salesforce","","BBVA Desktop Finance","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2021-07-13","2024-05-06","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-16","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2022-03-09","Salesforce","","BBVA Desktop GM Standard","Asleep","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2024-08-03","Salesforce","","BBVA Desktop GTB Standard","Active","America/Lima","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","Low activity","2","Low activity","2","No activity","0"
"2021-07-12","2024-08-01","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","23","","Medium activity","6","Medium activity","11","No activity","0"
"2024-05-30","2024-07-23","Salesforce","","BBVA Desktop GCC Standard","Active","America/Sao_Paulo","a0o7Q000007vr3tQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2022-04-29","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2021-06-04","2024-07-25","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","10","","No activity","0","Low activity","3","No activity","0"
"2021-06-08","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2018-06-30","2024-06-27","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2024-07-26","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Medium activity","10","","No activity","0","Low activity","4","No activity","0"
"2021-07-12","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Lisbon","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","1","Low activity","1"
"2021-06-04","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2024-04-08","2024-06-19","Salesforce","","BBVA Desktop GTB Standard","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-07-13","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","3","Low activity","1"
"2024-04-02","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","2","No activity","0"
"2023-12-05","2024-04-19","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-02-07","2024-07-30","Salesforce","","BBVA Desktop IBF Standard","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","Low activity","1","No activity","0"
"2022-05-05","2023-10-11","Salesforce","","BBVA Desktop ARCE","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-08-10","2024-06-25","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-04-29","","Salesforce","","BBVA Desktop ARCE","Never logged in","America/Bogota","a0o7Q000007vr3tQAA","","","","","","","","","","",""
"2021-06-04","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Medium activity","19","","Medium activity","5","Medium activity","9","Low activity","2"
"2021-07-12","2024-08-05","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","High activity","23","","Medium activity","7","Medium activity","10","Low activity","1"
"2018-06-30","2024-07-18","Salesforce","","BBVA Desktop GM Standard","Active","America/Argentina/Buenos_Aires","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-04-17","2024-06-27","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","","Salesforce","","BBVA Desktop ARCE","Never logged in","Europe/Paris","a0o7Q000007vr3tQAA","","","","","","","","","","",""
